STATION,DATE,MDPR,MDSF,DAPR,DASF,PRCP,SNWD,SNOW,TMAX,TMIN,TOBS,WT01,WT05,WT11,WT04,WT03
GHCND:USC00026716,19660101,-9999,-9999,-9999,-9999,0,0,0,83,-33,-33,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660102,-9999,-9999,-9999,-9999,0,0,0,56,-100,-28,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660103,-9999,-9999,-9999,-9999,0,0,0,72,-111,-22,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660104,-9999,-9999,-9999,-9999,0,0,0,89,-117,-28,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660105,-9999,-9999,-9999,-9999,0,0,0,111,-117,-11,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660106,-9999,-9999,-9999,-9999,0,0,0,133,-83,-6,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660107,-9999,-9999,-9999,-9999,0,0,0,150,-78,-6,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660108,-9999,-9999,-9999,-9999,0,0,0,133,-61,44,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660109,-9999,-9999,-9999,-9999,0,0,0,150,-50,33,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660110,-9999,-9999,-9999,-9999,0,0,0,178,-67,39,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660111,-9999,-9999,-9999,-9999,0,0,0,139,-44,56,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660112,-9999,-9999,-9999,-9999,0,0,0,117,-56,28,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660113,-9999,-9999,-9999,-9999,0,0,0,78,-83,44,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660114,-9999,-9999,-9999,-9999,0,0,0,100,-94,-11,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660115,-9999,-9999,-9999,-9999,0,0,0,122,-67,39,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660116,-9999,-9999,-9999,-9999,0,0,0,78,-83,22,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660117,-9999,-9999,-9999,-9999,46,0,10,28,-50,-11,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660118,-9999,-9999,-9999,-9999,229,178,203,33,-22,6,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660119,-9999,-9999,-9999,-9999,36,178,51,78,-56,11,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660120,-9999,-9999,-9999,-9999,18,152,0,83,-89,17,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660121,-9999,-9999,-9999,-9999,15,-9999,25,56,-39,-22,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660122,-9999,-9999,-9999,-9999,0,-9999,0,44,-144,-22,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660123,-9999,-9999,-9999,-9999,0,-9999,0,89,-122,-17,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660124,-9999,-9999,-9999,-9999,0,-9999,0,78,-122,-22,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660125,-9999,-9999,-9999,-9999,0,-9999,0,67,-128,-11,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660126,-9999,-9999,-9999,-9999,0,0,0,94,-128,0,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660127,-9999,-9999,-9999,-9999,0,0,0,78,-106,11,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660128,-9999,-9999,-9999,-9999,0,0,0,111,-106,39,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660129,-9999,-9999,-9999,-9999,0,0,0,139,-94,56,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660130,-9999,-9999,-9999,-9999,0,0,0,156,-56,78,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660131,-9999,-9999,-9999,-9999,64,25,102,106,-6,39,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660201,-9999,-9999,-9999,-9999,0,-9999,0,78,-44,28,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660202,-9999,-9999,-9999,-9999,0,-9999,0,83,-72,28,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660203,-9999,-9999,-9999,-9999,0,-9999,0,94,-94,22,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660204,-9999,-9999,-9999,-9999,0,-9999,0,139,-100,56,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660205,-9999,-9999,-9999,-9999,0,-9999,0,172,-50,56,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660206,-9999,-9999,-9999,-9999,0,-9999,0,172,-44,117,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660207,-9999,-9999,-9999,-9999,97,-9999,0,128,44,72,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660208,-9999,-9999,-9999,-9999,203,-9999,25,78,-17,0,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660209,-9999,-9999,-9999,-9999,51,-9999,76,22,-33,-6,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660210,-9999,-9999,-9999,-9999,0,-9999,13,33,-94,0,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660211,-9999,-9999,-9999,-9999,38,-9999,76,44,-22,6,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660212,-9999,-9999,-9999,-9999,0,-9999,0,94,-117,39,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660213,-9999,-9999,-9999,-9999,0,-9999,0,67,-50,17,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660214,-9999,-9999,-9999,-9999,0,-9999,0,78,-128,33,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660215,-9999,-9999,-9999,-9999,0,-9999,0,106,-94,56,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660216,-9999,-9999,-9999,-9999,0,-9999,0,72,-117,11,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660217,-9999,-9999,-9999,-9999,0,-9999,0,111,-117,44,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660218,-9999,-9999,-9999,-9999,0,-9999,0,150,-94,72,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660219,-9999,-9999,-9999,-9999,0,-9999,0,167,-78,83,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660220,-9999,-9999,-9999,-9999,0,-9999,0,172,-67,83,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660221,-9999,-9999,-9999,-9999,0,-9999,0,144,-67,89,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660222,-9999,-9999,-9999,-9999,0,-9999,0,94,-72,67,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660223,-9999,-9999,-9999,-9999,0,-9999,0,67,-83,39,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660224,-9999,-9999,-9999,-9999,0,-9999,0,100,-83,89,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660225,-9999,-9999,-9999,-9999,0,-9999,0,106,11,100,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660226,-9999,-9999,-9999,-9999,20,-9999,0,100,-67,39,-9999,-9999,-9999,1,-9999
GHCND:USC00026716,19660227,-9999,-9999,-9999,-9999,13,-9999,0,106,-39,56,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660228,-9999,-9999,-9999,-9999,0,-9999,0,150,-89,100,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660301,-9999,-9999,-9999,-9999,3,0,0,172,-56,100,-9999,1,-9999,-9999,-9999
GHCND:USC00026716,19660302,-9999,-9999,-9999,-9999,0,0,0,100,33,56,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660303,-9999,-9999,-9999,-9999,36,0,13,61,-67,0,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660304,-9999,-9999,-9999,-9999,0,0,0,94,-128,0,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660305,-9999,-9999,-9999,-9999,0,0,0,122,-111,67,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660306,-9999,-9999,-9999,-9999,0,0,0,133,-33,111,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660307,-9999,-9999,-9999,-9999,0,0,0,200,-33,133,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660308,-9999,-9999,-9999,-9999,0,0,0,217,-39,133,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660309,-9999,-9999,-9999,-9999,0,0,0,228,-33,150,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660310,-9999,-9999,-9999,-9999,0,0,0,239,-56,150,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660311,-9999,-9999,-9999,-9999,0,0,0,211,-33,133,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660312,-9999,-9999,-9999,-9999,0,0,0,211,-28,122,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660313,-9999,-9999,-9999,-9999,0,0,0,222,-11,156,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660314,-9999,-9999,-9999,-9999,0,0,0,239,11,150,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660315,-9999,-9999,-9999,-9999,0,0,0,228,-6,150,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660316,-9999,-9999,-9999,-9999,0,0,0,222,-22,172,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660317,-9999,-9999,-9999,-9999,0,0,0,222,-28,156,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660318,-9999,-9999,-9999,-9999,0,0,0,239,-33,167,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660319,-9999,-9999,-9999,-9999,0,0,0,250,-28,189,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660320,-9999,-9999,-9999,-9999,0,0,0,233,11,167,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660321,-9999,-9999,-9999,-9999,0,0,0,206,-11,167,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660322,-9999,-9999,-9999,-9999,0,0,0,211,-11,122,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660323,-9999,-9999,-9999,-9999,0,0,0,117,-56,83,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660324,-9999,-9999,-9999,-9999,3,0,0,178,6,133,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660325,-9999,-9999,-9999,-9999,0,0,0,189,22,122,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660326,-9999,-9999,-9999,-9999,0,0,0,167,-28,111,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660327,-9999,-9999,-9999,-9999,0,0,0,183,-33,111,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660328,-9999,-9999,-9999,-9999,0,0,0,183,-28,128,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660329,-9999,-9999,-9999,-9999,0,0,0,194,-28,156,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660330,-9999,-9999,-9999,-9999,0,0,0,222,-33,189,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660331,-9999,-9999,-9999,-9999,0,0,0,244,-17,156,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660401,-9999,-9999,-9999,-9999,0,0,0,256,0,161,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660402,-9999,-9999,-9999,-9999,0,0,0,261,-6,211,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660403,-9999,-9999,-9999,-9999,0,0,0,228,44,183,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660404,-9999,-9999,-9999,-9999,0,0,0,217,22,156,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660405,-9999,-9999,-9999,-9999,0,0,0,194,-50,156,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660406,-9999,-9999,-9999,-9999,0,0,0,222,-50,178,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660407,-9999,-9999,-9999,-9999,0,0,0,244,-17,222,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660408,-9999,-9999,-9999,-9999,0,0,0,239,11,200,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660409,-9999,-9999,-9999,-9999,0,0,0,239,-17,211,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660410,-9999,-9999,-9999,-9999,0,0,0,233,-22,200,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660411,-9999,-9999,-9999,-9999,0,0,0,222,6,172,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660412,-9999,-9999,-9999,-9999,0,0,0,233,-22,189,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660413,-9999,-9999,-9999,-9999,0,0,0,222,-6,189,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660414,-9999,-9999,-9999,-9999,0,0,0,222,-17,183,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660415,-9999,-9999,-9999,-9999,0,0,0,222,11,178,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660416,-9999,-9999,-9999,-9999,135,0,0,200,22,128,-9999,1,-9999,-9999,-9999
GHCND:USC00026716,19660417,-9999,-9999,-9999,-9999,0,0,0,211,11,167,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660418,-9999,-9999,-9999,-9999,0,0,0,200,89,161,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660419,-9999,-9999,-9999,-9999,0,0,0,183,111,144,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660420,-9999,-9999,-9999,-9999,0,0,0,189,-17,161,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660421,-9999,-9999,-9999,-9999,0,0,0,194,33,156,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660422,-9999,-9999,-9999,-9999,0,0,0,189,-11,133,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660423,-9999,-9999,-9999,-9999,0,0,0,200,-17,178,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660424,-9999,-9999,-9999,-9999,0,0,0,222,56,200,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660425,-9999,-9999,-9999,-9999,0,0,0,250,0,233,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660426,-9999,-9999,-9999,-9999,0,0,0,256,11,233,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660427,-9999,-9999,-9999,-9999,0,0,0,256,22,233,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660428,-9999,-9999,-9999,-9999,0,0,0,244,33,222,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660429,-9999,-9999,-9999,-9999,0,0,0,256,11,233,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660430,-9999,-9999,-9999,-9999,0,0,0,239,33,200,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660501,-9999,-9999,-9999,-9999,0,0,0,244,6,233,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660502,-9999,-9999,-9999,-9999,0,0,0,233,56,178,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660503,-9999,-9999,-9999,-9999,0,0,0,189,94,178,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660504,-9999,-9999,-9999,-9999,0,0,0,233,28,194,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660505,-9999,-9999,-9999,-9999,10,0,0,261,44,189,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660506,-9999,-9999,-9999,-9999,0,0,0,272,39,261,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660507,-9999,-9999,-9999,-9999,0,0,0,289,33,244,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660508,-9999,-9999,-9999,-9999,0,0,0,278,72,244,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660509,-9999,-9999,-9999,-9999,0,0,0,250,83,222,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660510,-9999,-9999,-9999,-9999,0,0,0,222,50,172,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660511,-9999,-9999,-9999,-9999,0,0,0,228,28,211,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660512,-9999,-9999,-9999,-9999,0,0,0,250,17,233,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660513,-9999,-9999,-9999,-9999,0,0,0,267,11,256,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660514,-9999,-9999,-9999,-9999,0,0,0,278,44,256,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660515,-9999,-9999,-9999,-9999,0,0,0,261,6,233,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660516,-9999,-9999,-9999,-9999,0,0,0,294,89,256,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660517,-9999,-9999,-9999,-9999,0,0,0,289,56,267,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660518,-9999,-9999,-9999,-9999,0,0,0,294,72,283,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660519,-9999,-9999,-9999,-9999,0,0,0,294,67,256,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660520,-9999,-9999,-9999,-9999,13,0,0,283,89,222,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660521,-9999,-9999,-9999,-9999,0,0,0,278,72,189,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660522,-9999,-9999,-9999,-9999,0,0,0,289,72,256,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660523,-9999,-9999,-9999,-9999,0,0,0,300,61,278,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660524,-9999,-9999,-9999,-9999,0,0,0,300,28,278,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660525,-9999,-9999,-9999,-9999,0,0,0,300,17,278,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660526,-9999,-9999,-9999,-9999,0,0,0,294,56,267,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660527,-9999,-9999,-9999,-9999,0,0,0,283,39,256,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660528,-9999,-9999,-9999,-9999,0,0,0,278,56,256,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660529,-9999,-9999,-9999,-9999,0,0,0,300,33,233,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660530,-9999,-9999,-9999,-9999,5,0,0,311,78,267,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660531,-9999,-9999,-9999,-9999,0,0,0,306,94,256,-9999,-9999,-9999,-9999,1
GHCND:USC00026716,19660601,-9999,-9999,-9999,-9999,0,0,0,306,67,278,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660602,-9999,-9999,-9999,-9999,0,0,0,294,72,261,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660603,-9999,-9999,-9999,-9999,0,0,0,311,78,289,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660604,-9999,-9999,-9999,-9999,0,0,0,300,44,278,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660605,-9999,-9999,-9999,-9999,0,0,0,300,44,278,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660606,-9999,-9999,-9999,-9999,0,0,0,311,33,289,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660607,-9999,-9999,-9999,-9999,0,0,0,300,50,267,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660608,-9999,-9999,-9999,-9999,0,0,0,294,56,267,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660609,-9999,-9999,-9999,-9999,0,0,0,278,89,256,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660610,-9999,-9999,-9999,-9999,0,0,0,261,128,244,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660611,-9999,-9999,-9999,-9999,0,0,0,278,72,222,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660612,-9999,-9999,-9999,-9999,0,0,0,311,78,289,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660613,-9999,-9999,-9999,-9999,0,0,0,333,89,294,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660614,-9999,-9999,-9999,-9999,0,0,0,322,83,256,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660615,-9999,-9999,-9999,-9999,30,0,0,317,100,200,-9999,-9999,-9999,-9999,1
GHCND:USC00026716,19660616,-9999,-9999,-9999,-9999,0,0,0,306,100,222,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660617,-9999,-9999,-9999,-9999,8,0,0,300,133,206,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660618,-9999,-9999,-9999,-9999,0,0,0,322,78,294,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660619,-9999,-9999,-9999,-9999,0,0,0,294,111,256,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660620,-9999,-9999,-9999,-9999,10,0,0,289,111,222,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660621,-9999,-9999,-9999,-9999,0,0,0,300,83,267,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660622,-9999,-9999,-9999,-9999,0,0,0,311,78,300,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660623,-9999,-9999,-9999,-9999,0,0,0,328,72,294,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660624,-9999,-9999,-9999,-9999,0,0,0,344,78,322,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660625,-9999,-9999,-9999,-9999,0,0,0,350,78,278,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660626,-9999,-9999,-9999,-9999,0,0,0,294,128,267,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660627,-9999,-9999,-9999,-9999,0,0,0,283,133,278,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660628,-9999,-9999,-9999,-9999,8,0,0,300,122,256,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660629,-9999,-9999,-9999,-9999,368,0,0,256,139,244,-9999,-9999,-9999,-9999,1
GHCND:USC00026716,19660630,-9999,-9999,-9999,-9999,0,0,0,294,100,278,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660701,-9999,-9999,-9999,-9999,0,0,0,306,106,256,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660702,-9999,-9999,-9999,-9999,0,0,0,311,156,267,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660703,-9999,-9999,-9999,-9999,0,0,0,322,122,256,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660704,-9999,-9999,-9999,-9999,0,0,0,339,150,317,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660705,-9999,-9999,-9999,-9999,0,0,0,344,139,267,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660706,-9999,-9999,-9999,-9999,0,0,0,356,133,333,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660707,-9999,-9999,-9999,-9999,3,0,0,333,122,278,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660708,-9999,-9999,-9999,-9999,0,0,0,294,128,244,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660709,-9999,-9999,-9999,-9999,122,0,0,289,150,217,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660710,-9999,-9999,-9999,-9999,0,0,0,317,122,256,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660711,-9999,-9999,-9999,-9999,0,0,0,306,122,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660712,-9999,-9999,-9999,-9999,104,0,0,244,144,211,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660713,-9999,-9999,-9999,-9999,43,0,0,289,111,211,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660714,-9999,-9999,-9999,-9999,0,0,0,294,122,233,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660715,-9999,-9999,-9999,-9999,0,0,0,317,139,256,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660716,-9999,-9999,-9999,-9999,0,0,0,306,139,283,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660717,-9999,-9999,-9999,-9999,0,0,0,344,144,267,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660718,-9999,-9999,-9999,-9999,239,0,0,333,144,178,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660719,-9999,-9999,-9999,-9999,53,0,0,294,128,233,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660720,-9999,-9999,-9999,-9999,13,0,0,289,128,217,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660721,-9999,-9999,-9999,-9999,269,0,0,283,144,256,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660722,-9999,-9999,-9999,-9999,0,0,0,289,133,217,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660723,-9999,-9999,-9999,-9999,0,0,0,311,133,233,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660724,-9999,-9999,-9999,-9999,15,0,0,322,133,222,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660725,-9999,-9999,-9999,-9999,38,0,0,311,133,239,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660726,-9999,-9999,-9999,-9999,10,0,0,300,144,194,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660727,-9999,-9999,-9999,-9999,48,0,0,306,156,244,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660728,-9999,-9999,-9999,-9999,155,0,0,294,144,172,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660729,-9999,-9999,-9999,-9999,46,0,0,294,128,256,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660730,-9999,-9999,-9999,-9999,51,0,0,300,150,211,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660731,-9999,-9999,-9999,-9999,8,0,0,306,150,250,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660801,-9999,-9999,-9999,-9999,0,0,0,322,139,289,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660802,-9999,-9999,-9999,-9999,0,0,0,311,156,239,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660803,-9999,-9999,-9999,-9999,15,0,0,300,150,233,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660804,-9999,-9999,-9999,-9999,13,0,0,294,167,244,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660805,-9999,-9999,-9999,-9999,0,0,0,317,167,239,-9999,-9999,-9999,-9999,-9999
GHCND:USC00026716,19660806,-9999,-9999,-9999,-9999,414,0,0,250,139,239,-9999,-9999,-9999,-9999,-9999
